    #,     Theta,  TwoTheta, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,    Temp1,    Temp2,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     TEMP,   TTIMER,    CTEMP,    Timer,   gkcnt1,   gkcnt2,  keith_I,  keith_V,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,   gkadc1,   gkadc2,     kpow
   12,      0.16,      0.12,     7896,   254914,   1.0000,      698,      319,     1100, 3.2390824,        0,        0,     7895,   127959,   127636,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   13,     0.165,      0.13,     7971,   254887,   1.0000,      698,      319,     1100, 3.2701951,        0,        0,     7971,   127976,   127667,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   14,      0.17,      0.14,     8144,   254911,   1.0000,      698,      319,     1100, 3.3408558,        0,        0,     8144,   127806,   127828,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   15,     0.175,      0.15,     8384,   254803,   1.0000,      698,      319,     1100, 3.4407671,        0,        0,     8385,   127810,   127779,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   16,      0.18,      0.16,     9158,   254937,   1.0000,      699,      320,     1100, 3.7564387,        0,        0,     9159,   127939,   127651,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   17,     0.185,      0.17,    10546,   254811,   1.0000,      698,      319,     1100, 4.3279091,        0,        0,    10546,   127970,   127634,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   18,      0.19,      0.18,     8760,   254905,   1.0000,      697,      319,     1100, 3.5936377,        0,        0,     8760,   127831,   127726,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   19,     0.195,      0.19,     7305,   254867,   1.0000,      698,      320,     1100, 2.9971961,        0,        0,     7305,   127964,   127646,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   20,       0.2,       0.2,     6585,   254868,   1.0000,      696,      320,     1100, 2.7017739,        0,        0,     6585,   127958,   127618,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   21,     0.205,      0.21,     6073,   254822,   1.0000,      698,      320,     1100, 2.4921541,        0,        0,     6074,   128029,   127488,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   22,      0.21,      0.22,     5421,   254783,   1.0000,      697,      320,     1100, 2.2249359,        0,        0,     5421,   127940,   127579,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   23,     0.215,      0.23,     4814,   254789,   1.0000,      697,      321,     1100, 1.9757589,        0,        0,     4814,   128010,   127497,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   24,      0.22,      0.24,    18257,   254861,   1.0000,      931,      317,     0100, 1.5123886,        0,        0,    18257,   128065,   127398,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   25,     0.225,      0.25,    11782,   254777,   1.0000,     1342,      316,     0100, 0.97632895,        0,        0,    11781,   128150,   127331,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   26,      0.23,      0.26,     7413,   254863,   1.0000,     1468,      315,     0100, 0.61407947,        0,        0,     7413,   127998,   127474,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   27,     0.235,      0.27,     4890,   254760,   1.0000,     1493,      315,     0100, 0.4052425,        0,        0,     4890,   127989,   127525,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   28,      0.24,      0.28,    16290,   254871,   1.0000,     2432,      315,     1000, 0.31657151,        0,        0,    16290,   127992,   127505,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   29,     0.245,      0.29,    13933,   254922,   1.0000,     4178,      315,     1000, 0.27071261,        0,        0,    13932,   127878,   127674,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   30,      0.25,       0.3,    12741,   255028,   1.0000,     4696,      316,     1000, 0.24744964,        0,        0,    12741,   128019,   127603,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   31,     0.255,      0.31,    11726,   255010,   1.0000,     4808,      317,     1000, 0.22775287,        0,        0,    11726,   128065,   127587,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   32,      0.26,      0.32,    11639,   255191,   1.0000,     4834,      317,     1000, 0.22590273,        0,        0,    11639,   128124,   127632,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   33,     0.265,      0.33,    11663,   255172,   1.0000,     4842,      316,     1000, 0.22638541,        0,        0,    11663,   128079,   127788,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   34,      0.27,      0.34,    12217,   255222,   1.0000,     4846,      318,     1000, 0.2370924,        0,        0,    12218,   128104,   127786,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   35,     0.275,      0.35,    12508,   255357,   1.0000,     4845,      317,     1000, 0.24261144,        0,        0,    12508,   128230,   127732,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   36,      0.28,      0.36,    12915,   255350,   1.0000,     4847,      317,     1000, 0.25051268,        0,        0,    12915,   128164,   127896,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   37,     0.285,      0.37,    13704,   255347,   1.0000,     4849,      317,     1000, 0.26582007,        0,        0,    13704,   128228,   127822,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   38,      0.29,      0.38,    14718,   255340,   1.0000,     4849,      317,     1000, 0.28549672,        0,        0,    14717,   128192,   127861,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   39,     0.295,      0.39,    15572,   255337,   1.0000,     4851,      318,     1000, 0.30206598,        0,        0,    15572,   128206,   127799,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   40,       0.3,       0.4,    16464,   255252,   1.0000,     4850,      317,     1000, 0.31947536,        0,        0,    16464,   128228,   127781,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   41,     0.305,      0.41,    17446,   255105,   1.0000,     4849,      318,     1000, 0.33872564,        0,        0,    17446,   128139,   127747,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   42,      0.31,      0.42,    18552,   255118,   1.0000,     4847,      318,     1000, 0.360181,        0,        0,    18552,   128191,   127603,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   43,     0.315,      0.43,    19660,   255240,   1.0000,     4848,      317,     1000, 0.38151002,        0,        0,    19661,   128196,   127624,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   44,      0.32,      0.44,     4812,   255309,   1.0000,     3584,      317,     0100, 0.397921,        0,        0,     4811,   128340,   127619,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   45,     0.325,      0.45,     5176,   255419,   1.0000,     2036,      317,     0100, 0.42783709,        0,        0,     5176,   128329,   127661,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   46,      0.33,      0.46,     5402,   255349,   1.0000,     1624,      317,     0100, 0.44664018,        0,        0,     5402,   128484,   127499,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   47,     0.335,      0.47,     5702,   255302,   1.0000,     1536,      317,     0100, 0.47153112,        0,        0,     5703,   128404,   127600,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   48,      0.34,      0.48,     5843,   255237,   1.0000,     1517,      317,     0100, 0.48331428,        0,        0,     5843,   128266,   127701,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   49,     0.345,      0.49,     6207,   255280,   1.0000,     1511,      318,     0100, 0.51333671,        0,        0,     6207,   128197,   127779,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   50,      0.35,       0.5,     6322,   255276,   1.0000,     1508,      317,     0100, 0.52285573,        0,        0,     6322,   128199,   127741,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   51,     0.355,      0.51,     6617,   255071,   1.0000,     1505,      316,     0100, 0.54769329,        0,        0,     6617,   128185,   127714,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   52,      0.36,      0.52,     6602,   255152,   1.0000,     1503,      315,     0100, 0.54627825,        0,        0,     6601,   128184,   127607,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   53,     0.365,      0.53,     6647,   255199,   1.0000,     1506,      316,     0100, 0.54990046,        0,        0,     6647,   128098,   127730,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   54,      0.37,      0.54,     6877,   255138,   1.0000,     1506,      316,     0100, 0.56906418,        0,        0,     6877,   128041,   127774,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   55,     0.375,      0.55,     6856,   255225,   1.0000,     1505,      315,     0100, 0.56713306,        0,        0,     6856,   128036,   127811,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   56,      0.38,      0.56,     6432,   255167,   1.0000,     1503,      315,     0100, 0.53218043,        0,        0,     6432,   127959,   127897,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   57,     0.385,      0.57,     5353,   255171,   1.0000,     1501,      315,     0100, 0.44289757,        0,        0,     5353,   127960,   127914,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   58,      0.39,      0.58,    18735,   255113,   1.0000,     2443,      315,     1000, 0.36374102,        0,        0,    18735,   128142,   127656,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   59,     0.395,      0.59,    14887,   255068,   1.0000,     4184,      316,     1000, 0.28908289,        0,        0,    14886,   128126,   127621,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   60,       0.4,       0.6,    11995,   254995,   1.0000,     4702,      316,     1000, 0.23299133,        0,        0,    11995,   128093,   127631,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   61,     0.405,      0.61,    10588,   255023,   1.0000,     4812,      316,     1000, 0.20563913,        0,        0,    10588,   128086,   127601,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   62,      0.41,      0.62,     9774,   255052,   1.0000,     4832,      315,     1000, 0.18980811,        0,        0,     9773,   127994,   127744,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   63,     0.415,      0.63,     8916,   255068,   1.0000,     4840,      316,     1000, 0.17313515,        0,        0,     8916,   128068,   127642,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   64,      0.42,      0.64,     7667,   255020,   1.0000,     4843,      317,     1000, 0.1489095,        0,        0,     7667,   128039,   127660,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   65,     0.425,      0.65,     6559,   255122,   1.0000,     4842,      317,     1000, 0.12733884,        0,        0,     6559,   128016,   127714,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   66,      0.43,      0.66,     5958,   255167,   1.0000,     4845,      318,     1000, 0.11565041,        0,        0,     5958,   128151,   127629,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   67,     0.435,      0.67,     5414,   255230,   1.0000,     4848,      319,     1000, 0.10506491,        0,        0,     5414,   128343,   127437,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   68,      0.44,      0.68,     5039,   255127,   1.0000,     4847,      318,     1000, 0.097827084,        0,        0,     5039,   128190,   127667,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   69,     0.445,      0.69,     4801,   255396,   1.0000,     4843,      317,     1000, 0.093108383,        0,        0,     4801,   128160,   127785,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   70,      0.45,       0.7,     4192,   256161,   1.0000,     7928,      318,     1000, 0.08105493,        0,        0,     4192,   128387,   128339,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   71,     0.455,      0.71,    18085,   256822,   1.0000,    10740,      316,     0000, 0.070418422,        0,        0,    18084,   128541,   128643,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   72,      0.46,      0.72,    16531,   257108,   1.0000,    19487,      316,     0000, 0.064295938,        0,        0,    16532,   128808,   128834,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   73,     0.465,      0.73,    16715,   257494,   1.0000,    22073,      317,     0000, 0.064914134,        0,        0,    16715,   128984,   128993,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   74,      0.47,      0.74,    16617,   257375,   1.0000,    22655,      317,     0000, 0.06456338,        0,        0,    16617,   129064,   129061,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   75,     0.475,      0.75,    15929,   257355,   1.0000,    22782,      317,     0000, 0.061895048,        0,        0,    15929,   129047,   129056,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   76,      0.48,      0.76,    14123,   257412,   1.0000,    22812,      316,     0000, 0.054865352,        0,        0,    14123,   129066,   129027,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   77,     0.485,      0.77,    12313,   257327,   1.0000,    22820,      315,     0000, 0.047849623,        0,        0,    12311,   129248,   128822,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
