    #,     Theta,  TwoTheta, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,    Temp1,    Temp2,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     TEMP,   TTIMER,    CTEMP,    Timer,   gkcnt1,   gkcnt2,  keith_I,  keith_V,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,   gkadc1,   gkadc2,     kpow
  679,     4.074,     8.148,        0,     8429,   0.3000,    54085,      238,     0000,        0,        0,        0,        0,    55909,    55493,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        7,        9,        2,        7,        0,        0,       18,        1,        3,        3,        9,       25,        7,        8,        6,       11,        0,        0,        0
  680,      4.08,      8.16,        0,     8438,   0.3000,    54029,      237,     0000,        0,        0,        0,        0,    55850,    55441,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        4,        3,        0,        2,        9,        4,        3,       10,       15,       25,       10,        5,       12,       17,        0,        0,        0
  681,     4.086,     8.172,        0,     8419,   0.3000,    53995,      236,     0000,        0,        0,        0,        0,    55826,    55396,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        2,        3,        5,        1,        0,       10,        3,        1,        6,        8,       17,       12,        3,       10,       13,        0,        0,        0
  682,     4.092,     8.184,        0,     8416,   0.3000,    53984,      237,     0000,        0,        0,        0,        0,    55689,    55513,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        3,        5,        1,        1,        1,       10,        0,        1,        3,       10,       17,        8,        6,       11,       13,        0,        0,        0
  683,     4.098,     8.196,        0,     8427,   0.3000,    54017,      238,     0000,        0,        0,        0,        0,    55694,    55566,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        3,       10,        3,        5,        1,        0,       18,        2,        5,        6,       12,       32,        4,        6,        9,        8,        0,        0,        0
  684,     4.104,     8.208,        0,     8441,   0.3000,    54005,      239,     0000,        0,        0,        0,        0,    55740,    55498,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        2,        6,        0,        1,       10,        1,        1,        4,        7,       19,       10,        8,        4,       14,        0,        0,        0
  685,      4.11,      8.22,        0,     8420,   0.3000,    54014,      239,     0000,        0,        0,        0,        0,    55740,    55516,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        4,        3,        3,        0,        0,       10,        1,        3,        5,        4,       15,        7,        6,        6,        7,        0,        0,        0
  686,     4.116,     8.232,        0,     8421,   0.3000,    54036,      238,     0000,        0,        0,        0,        0,    55761,    55528,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        3,        6,        4,        3,        0,        1,       13,        3,        2,        5,        4,       18,        5,        8,       10,       12,        0,        0,        0
  687,     4.122,     8.244,        0,     8431,   0.3000,    53982,      239,     0000,        0,        0,        0,        0,    55736,    55459,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        1,        3,        2,        0,        1,        8,        1,        3,        8,       14,       20,        4,       10,       14,       15,        0,        0,        0
  688,     4.128,     8.256,        0,     8435,   0.3000,    53924,      237,     0000,        0,        0,        0,        0,    55725,    55359,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        3,        5,        4,        4,        1,        2,       13,        2,        6,        3,        6,       22,        3,        6,        3,       17,        0,        0,        0
  689,     4.134,     8.268,        0,     8405,   0.3000,    53904,      238,     0000,        0,        0,        0,        0,    55679,    55356,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        6,        1,        7,        0,        1,       14,        3,        3,        5,       13,       24,        5,        7,        6,       16,        0,        0,        0
  690,      4.14,      8.28,        0,     8436,   0.3000,    53926,      237,     0000,        0,        0,        0,        0,    55680,    55359,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        5,        4,        6,        0,        0,       16,        2,        1,        7,        7,       23,        9,        6,        8,        7,        0,        0,        0
  691,     4.146,     8.292,        0,     8426,   0.3000,    53936,      238,     0000,        0,        0,        0,        0,    55649,    55404,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        4,        3,        7,        0,        1,       15,        2,        3,        5,        8,       24,        7,        9,        6,       10,        0,        0,        0
  692,     4.152,     8.304,        0,     8430,   0.3000,    53929,      238,     0000,        0,        0,        0,        1,    55669,    55371,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        4,        2,        2,        2,       12,        3,        1,        7,       11,       21,        6,        4,       12,       15,        0,        0,        0
  693,     4.158,     8.316,        0,     8419,   0.3000,    53928,      237,     0000,        0,        0,        0,        0,    55618,    55421,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        6,        1,        2,       10,        4,        4,        6,        5,       19,        6,       12,        7,       10,        0,        0,        0
  694,     4.164,     8.328,        0,     8442,   0.3000,    53924,      238,     0000,        0,        0,        0,        0,    55639,    55384,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        5,        7,        1,        2,       15,        2,        3,        2,       10,       24,        5,        6,        6,       15,        0,        0,        0
  695,      4.17,      8.34,        0,     8426,   0.3000,    53906,      238,     0000,        0,        0,        0,        0,    55562,    55433,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        3,        2,        1,        6,        2,        4,        5,       10,       14,        3,        9,       10,       11,        0,        0,        0
  696,     4.176,     8.352,        0,     8437,   0.3000,    53915,      238,     0000,        0,        0,        0,        0,    55605,    55398,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        4,        6,        4,        6,        0,        0,       17,        3,        1,       14,       12,       29,        7,        7,       12,       10,        0,        0,        0
  697,     4.182,     8.364,        0,     8426,   0.3000,    53904,      238,     0000,        0,        0,        0,        0,    55596,    55391,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        4,        8,        5,        6,        1,        1,       19,        4,        2,        6,       10,       30,        6,        6,        7,       13,        0,        0,        0
  698,     4.188,     8.376,        0,     8417,   0.3000,    53909,      237,     0000,        0,        0,        0,        0,    55586,    55406,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        3,        9,        0,        1,       17,        1,        2,        7,       11,       26,        3,        7,        9,       13,        0,        0,        0
  699,     4.194,     8.388,        0,     8435,   0.3000,    53914,      237,     0000,        0,        0,        0,        0,    55558,    55444,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        3,        2,        1,        8,        1,        2,        8,        8,       18,        4,        6,       12,       12,        0,        0,        0
  700,       4.2,       8.4,        0,     8426,   0.3000,    53924,      237,     0000,        0,        0,        0,        0,    55564,    55458,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        3,        3,        1,        0,        8,        5,        1,        3,        7,       15,       11,        7,        7,       11,        0,        0,        0
  701,     4.206,     8.412,        0,     8430,   0.3000,    53962,      236,     0000,        0,        0,        0,        1,    55568,    55525,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        5,        3,        1,        0,       12,        1,        0,        4,        9,       18,        3,        4,        6,       12,        0,        0,        0
  702,     4.212,     8.424,        0,     8448,   0.3000,    53954,      236,     0000,        0,        0,        0,        0,    55624,    55457,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        5,        1,        5,        0,        0,       11,        1,        3,       10,        7,       21,        3,       11,       13,        8,        0,        0,        0
  703,     4.218,     8.436,        0,     8425,   0.3000,    53914,      236,     0000,        0,        0,        0,        0,    55575,    55428,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        4,        1,        4,        0,        1,        9,        4,        5,        7,        4,       18,       11,       13,        9,        6,        0,        0,        0
  704,     4.224,     8.448,        0,     8430,   0.3000,    53901,      236,     0000,        0,        0,        0,        0,    55696,    55278,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        4,        4,        4,        0,        2,       13,        0,        3,        9,        9,       24,        7,       11,        5,       16,        0,        0,        0
  705,      4.23,      8.46,        0,     8426,   0.3000,    53892,      235,     0000,        0,        0,        0,        0,    55644,    55309,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        3,        7,        1,        5,        1,        0,       15,        1,        2,        3,        5,       21,        4,        9,        5,        7,        0,        0,        0
  706,     4.236,     8.472,        0,     8446,   0.3000,    53898,      237,     0000,        0,        0,        0,        0,    55582,    55387,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        4,        3,        6,        1,        1,       13,        1,        4,        3,        4,       20,        3,        7,        3,       11,        0,        0,        0
  707,     4.242,     8.484,        0,     8424,   0.3000,    53956,      236,     0000,        0,        0,        0,        0,    55600,    55486,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        1,        3,        0,        2,        7,        1,        2,        4,        6,       12,        7,        5,       12,       13,        0,        0,        0
  708,     4.248,     8.496,        0,     8429,   0.3000,    53923,      236,     0000,        0,        0,        0,        0,    55598,    55424,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        4,        0,        2,        0,        0,        6,        2,        4,        5,       16,       18,        7,       11,        7,       18,        0,        0,        0
  709,     4.254,     8.508,        0,     8410,   0.3000,    53917,      235,     0000,        0,        0,        0,        0,    55621,    55390,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        6,        1,        4,        2,        0,       12,        7,        3,        5,        7,       23,       11,        6,        4,       11,        0,        0,        0
  710,      4.26,      8.52,        0,     8454,   0.3000,    53999,      237,     0000,        0,        0,        0,        0,    55607,    55555,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        3,        5,        4,        3,        0,        1,       16,        3,        2,        5,        9,       21,        3,        5,        7,       10,        0,        0,        0
  711,     4.266,     8.532,        0,     8441,   0.3000,    53971,      237,     0000,        0,        0,        0,        1,    55658,    55455,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        1,        4,        2,        1,        9,        4,        2,        6,       11,       21,        9,        5,       10,       16,        0,        0,        0
  712,     4.272,     8.544,        1,     8427,   0.3000,    53933,      236,     0000, 0.00011866619,        0,        0,        1,    55600,    55436,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        3,        2,        4,        0,        0,       10,        2,        2,        6,       12,       24,        7,        6,        8,        8,        0,        0,        0
  713,     4.278,     8.556,        0,     8437,   0.3000,    53912,      236,     0000,        0,        0,        0,        0,    55607,    55389,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        5,        4,        7,        0,        0,       16,        6,        0,        7,        8,       27,        5,        5,        5,       12,        0,        0,        0
  714,     4.284,     8.568,        0,     8437,   0.3000,    53899,      236,     0000,        0,        0,        0,        0,    55582,    55398,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        5,        2,        0,        0,        9,        2,        5,        4,        8,       18,        4,       10,        6,       11,        0,        0,        0
  715,      4.29,      8.58,        0,     8431,   0.3000,    53946,      236,     0000,        0,        0,        0,        0,    55616,    55450,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        4,        5,        2,        0,        0,       11,        2,        1,        3,        8,       21,        5,        3,        7,       15,        0,        0,        0
  716,     4.296,     8.592,        0,     8441,   0.3000,    53919,      236,     0000,        0,        0,        0,        0,    55571,    55440,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        4,        0,        0,        3,        6,        1,        4,        3,        8,       18,        8,        3,        1,        9,        0,        0,        0
  717,     4.302,     8.604,        0,     8432,   0.3000,    53919,      238,     0000,        0,        0,        0,        0,    55586,    55429,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        1,        2,        0,        0,        4,        1,        1,        3,        5,        7,        4,        9,        5,       10,        0,        0,        0
  718,     4.308,     8.616,        1,     8440,   0.3000,    53918,      237,     0000, 0.00011848341,        0,        0,        1,    55627,    55383,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        3,        3,        2,        1,        8,        5,        4,        3,        8,       15,        6,        8,        7,        8,        0,        0,        0
  719,     4.314,     8.628,        0,     8421,   0.3000,    53904,      236,     0000,        0,        0,        0,        0,    55614,    55371,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        3,        5,        3,        6,        1,        0,       14,        2,        2,        4,        5,       21,        2,        7,        2,        8,        0,        0,        0
  720,      4.32,      8.64,        0,     8416,   0.3000,    53902,      237,     0000,        0,        0,        0,        0,    55582,    55395,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        3,       11,        1,        3,       19,        2,        4,        4,        7,       28,        3,        5,        7,        9,        0,        0,        0
  721,     4.326,     8.652,        0,     8424,   0.3000,    53876,      238,     0000,        0,        0,        0,        0,    55566,    55362,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        1,        3,        1,        0,        9,        0,        3,        5,        6,       21,        4,        4,        4,       10,        0,        0,        0
  722,     4.332,     8.664,        0,     8421,   0.3000,    53864,      237,     0000,        0,        0,        0,        0,    55565,    55330,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        4,        1,        6,        1,        0,       14,        3,        5,        3,        6,       20,        8,        5,       10,       12,        0,        0,        0
  723,     4.338,     8.676,        0,     8410,   0.3000,    53857,      237,     0000,        0,        0,        0,        0,    55586,    55300,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        2,        4,        1,        0,        9,        4,        2,        3,        4,       18,        8,        5,        2,        7,        0,        0,        0
  724,     4.344,     8.688,        0,     8382,   0.3000,    53875,      238,     0000,        0,        0,        0,        0,    55560,    55362,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        3,        3,        0,        0,       10,        0,        1,        4,        4,       17,        6,        4,        7,        9,        0,        0,        0
  725,      4.35,       8.7,        1,     8425,   0.3000,    53936,      238,     0000, 0.00011869436,        0,        0,        2,    55516,    55528,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        5,        3,        0,        0,       13,        3,        0,        5,        6,       19,        7,        3,        6,       11,        0,        0,        0
  726,     4.356,     8.712,        0,     8424,   0.3000,    53971,      237,     0000,        0,        0,        0,        0,    55573,    55544,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        4,        4,        0,        1,       12,        2,        2,        7,        6,       21,        4,        3,        6,        9,        0,        0,        0
  727,     4.362,     8.724,        0,     8446,   0.3000,    53964,      238,     0000,        0,        0,        0,        0,    55609,    55487,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        4,        2,        2,        1,        0,        8,        4,        2,        7,        9,       20,        8,        3,        8,       13,        0,        0,        0
  728,     4.368,     8.736,        0,     8452,   0.3000,    53945,      237,     0000,        0,        0,        0,        0,    55721,    55336,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        2,        4,        0,        0,        8,        3,        2,        4,        8,       16,       10,        4,        5,       16,        0,        0,        0
  729,     4.374,     8.748,        2,     8418,   0.3000,    53974,      238,     0000, 0.00023758612,        0,        0,        2,    55647,    55468,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        5,        0,        1,        8,        1,        5,        7,        9,       16,        7,       11,        8,       12,        0,        0,        0
  730,      4.38,      8.76,        0,     8442,   0.3000,    54012,      237,     0000,        0,        0,        0,        0,    55666,    55526,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        4,        1,        3,        0,        1,        8,        2,        3,        5,        4,       14,        9,        8,        6,        9,        0,        0,        0
  731,     4.386,     8.772,        0,     8447,   0.3000,    54053,      238,     0000,        0,        0,        0,        0,    55660,    55613,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        3,        0,        2,        0,        1,        5,        1,        2,        6,        3,       11,        9,        7,        9,       15,        0,        0,        0
  732,     4.392,     8.784,        0,     8452,   0.3000,    54021,      237,     0000,        0,        0,        0,        0,    55685,    55527,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        2,        7,        0,        0,       13,        3,        1,        3,        7,       21,        7,        7,        9,        8,        0,        0,        0
  733,     4.398,     8.796,        0,     8448,   0.3000,    54035,      237,     0000,        0,        0,        0,        0,    55625,    55611,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        3,        1,        1,        5,        3,        5,        4,        6,       12,        5,        6,        5,       17,        0,        0,        0
  734,     4.404,     8.808,        0,     8443,   0.3000,    54014,      237,     0000,        0,        0,        0,        0,    55682,    55512,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        3,        0,        0,        5,        0,        3,        4,        6,       10,        6,       11,        4,        9,        0,        0,        0
  735,      4.41,      8.82,        0,     8443,   0.3000,    53994,      237,     0000,        0,        0,        0,        0,    55705,    55448,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        1,        2,        4,        0,        0,        7,        1,        0,        7,        5,       11,        6,       10,       14,       14,        0,        0,        0
  736,     4.416,     8.832,        0,     8441,   0.3000,    54018,      237,     0000,        0,        0,        0,        0,    55671,    55532,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        1,        1,        2,        1,        1,        5,        3,        4,        4,        9,       14,       11,        4,        5,        9,        0,        0,        0
  737,     4.422,     8.844,        0,     8443,   0.3000,    53992,      236,     0000,        0,        0,        0,        0,    55667,    55481,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        2,        1,        1,        2,        8,        3,        5,        3,        2,       16,        9,        8,        7,       12,        0,        0,        0
  738,     4.428,     8.856,        0,     8450,   0.3000,    53995,      237,     0000,        0,        0,        0,        0,    55667,    55486,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        2,        5,        1,        1,       10,        1,        2,        4,        9,       20,        3,        5,        7,       16,        0,        0,        0
  739,     4.434,     8.868,        0,     8454,   0.3000,    53990,      236,     0000,        0,        0,        0,        0,    55649,    55501,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        2,        4,        0,        1,        8,        5,        2,        7,        1,       15,        9,        8,       10,       11,        0,        0,        0
  740,      4.44,      8.88,        0,     8453,   0.3000,    54006,      237,     0000,        0,        0,        0,        0,    55617,    55569,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        1,        1,        2,        5,        2,        2,        4,        5,        9,        9,        5,        4,       14,        0,        0,        0
  741,     4.446,     8.892,        0,     8431,   0.3000,    53949,      238,     0000,        0,        0,        0,        0,    55631,    55445,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        4,        0,        3,        0,        0,        8,        2,        1,        4,        8,       16,        6,        6,        7,       12,        0,        0,        0
  742,     4.452,     8.904,        0,     8415,   0.3000,    53960,      237,     0000,        0,        0,        0,        0,    55624,    55471,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        2,        0,        0,        4,        0,        0,        3,        8,       12,        7,        3,        3,        8,        0,        0,        0
  743,     4.458,     8.916,        0,     8436,   0.3000,    53977,      237,     0000,        0,        0,        0,        0,    55661,    55457,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        3,        2,        6,        1,        1,       12,        3,        2,       10,        8,       23,       12,        8,        8,        9,        0,        0,        0
  744,     4.464,     8.928,        0,     8436,   0.3000,    53961,      237,     0000,        0,        0,        0,        0,    55648,    55440,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        2,        3,        0,        1,        7,        2,        3,        5,        3,       12,        7,        9,        3,        8,        0,        0,        0
  745,      4.47,      8.94,        0,     8438,   0.3000,    53940,      238,     0000,        0,        0,        0,        0,    55685,    55356,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        3,        1,        2,        0,        0,        7,        2,        0,        2,        5,       13,       13,        6,        6,        6,        0,        0,        0
  746,     4.476,     8.952,        0,     8456,   0.3000,    53945,      236,     0000,        0,        0,        0,        0,    55679,    55381,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        3,        2,        4,        0,        1,       11,        5,        4,        4,        7,       20,       13,        9,        5,       13,        0,        0,        0
  747,     4.482,     8.964,        0,     8421,   0.3000,    53906,      236,     0000,        0,        0,        0,        1,    55701,    55287,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        3,        1,        2,        1,        0,        8,        4,        1,        4,        8,       19,        6,        6,        9,        7,        0,        0,        0
  748,     4.488,     8.976,        0,     8425,   0.3000,    53904,      237,     0000,        0,        0,        0,        0,    55647,    55330,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        1,        2,        2,        0,        6,        3,        1,        3,        8,       11,        6,        8,        4,       14,        0,        0,        0
  749,     4.494,     8.988,        0,     8440,   0.3000,    53924,      237,     0000,        0,        0,        0,        0,    55594,    55424,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        4,        3,        4,        0,        1,       13,        7,        2,        9,        5,       20,        8,        6,       11,        9,        0,        0,        0
  750,       4.5,         9,        0,     8425,   0.3000,    53892,      238,     0000,        0,        0,        0,        1,    55568,    55384,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        2,        1,        0,        1,        5,        0,        3,        2,        3,        9,        8,        9,        5,        9,        0,        0,        0
  751,     4.506,     9.012,        1,     8425,   0.3000,    53837,      237,     0000, 0.00011869436,        0,        0,        1,    55556,    55288,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        2,        0,        1,        0,        1,        3,        3,        3,        7,        8,       11,        4,        6,        6,       13,        0,        0,        0
  752,     4.512,     9.024,        0,     8405,   0.3000,    53840,      238,     0000,        0,        0,        0,        0,    55519,    55334,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        4,        2,        6,        1,        0,       12,        4,        1,        4,       10,       26,        9,        9,        7,        6,        0,        0,        0
  753,     4.518,     9.036,        0,     8424,   0.3000,    53837,      238,     0000,        0,        0,        0,        0,    55577,    55268,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        2,        1,        3,        1,        1,        8,        5,        2,        4,        2,       16,        5,        6,        4,        7,        0,        0,        0
  754,     4.524,     9.048,        0,     8392,   0.3000,    53821,      238,     0000,        0,        0,        0,        0,    55529,    55288,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        2,        4,        5,        1,        1,        1,       12,        1,        2,        2,        9,       22,        3,        6,        7,        9,        0,        0,        0
  755,      4.53,      9.06,        0,     8412,   0.3000,    53823,      238,     0000,        0,        0,        0,        0,    55474,    55342,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        3,        0,        1,        6,        6,        3,        3,        4,        9,       12,        7,        5,        8,        0,        0,        0
  756,     4.536,     9.072,        0,     8388,   0.3000,    53848,      238,     0000,        0,        0,        0,        0,    55531,    55333,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        4,        4,        0,        0,       10,        0,        1,        8,        7,       20,        4,        6,        7,       17,        0,        0,        0
  757,     4.542,     9.084,        0,     8404,   0.3000,    53871,      238,     0000,        0,        0,        0,        0,    55515,    55402,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        6,        0,        1,        7,        2,        2,        1,        5,       11,        5,        5,        6,        9,        0,        0,        0
  758,     4.548,     9.096,        1,     8407,   0.3000,    53852,      238,     0000, 0.0001189485,        0,        0,        1,    55507,    55368,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        4,        4,        1,        2,        2,        1,        7,        3,        2,        4,        5,       12,        5,        5,        8,       12,        0,        0,        0
  759,     4.554,     9.108,        0,     8416,   0.3000,    53837,      238,     0000,        0,        0,        0,        0,    55520,    55327,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        1,        3,        1,        0,        6,        4,        2,        5,        6,       13,       11,       11,        4,        9,        0,        0,        0
  760,      4.56,      9.12,        0,     8432,   0.3000,    53843,      237,     0000,        0,        0,        0,        0,    55555,    55302,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        3,        9,        1,        1,        0,        0,       11,        4,        2,        6,        7,       23,        8,        2,       10,       10,        0,        0,        0
