    #,     Theta,  TwoTheta, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,    Temp1,    Temp2,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     TEMP,   TTIMER,    CTEMP,    Timer,   gkcnt1,   gkcnt2,  keith_I,  keith_V,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,   gkadc1,   gkadc2,     kpow
    0,         0,         0,     6032,   264200,   1.0000,      226,      182,     1001, 15934.984,        0,        0,     6057,   132160,   131541,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    1,     0.005,      0.01,     6019,   264205,   1.0000,      226,      181,     1001, 15900.341,        0,        0,     6034,   132140,   131566,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    2,      0.01,      0.02,     5960,   263852,   1.0000,      234,      183,     1110, 894.04145,        0,        0,     5962,   132112,   131450,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    3,     0.015,      0.03,    15120,   263683,   1.0000,      231,      181,     0110, 458.21603,        0,        0,    15120,   131857,   131420,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    4,      0.02,      0.04,    11705,   263481,   1.0000,      231,      180,     0110, 354.9954,        0,        0,    11705,   131769,   131363,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    5,     0.025,      0.05,    10679,   263517,   1.0000,      228,      179,     0110, 323.83409,        0,        0,    10680,   131762,   131261,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    6,      0.03,      0.06,     9761,   263562,   1.0000,      229,      180,     0110, 295.94577,        0,        0,     9762,   131801,   131233,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    7,     0.035,      0.07,     9502,   263477,   1.0000,      228,      180,     0110, 288.18603,        0,        0,     9504,   131735,   131297,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    8,      0.04,      0.08,     9430,   263569,   1.0000,      225,      178,     0110, 285.90252,        0,        0,     9431,   131729,   131295,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
    9,     0.045,      0.09,    10040,   263467,   1.0000,      228,      179,     0110, 304.51459,        0,        0,    10041,   131697,   131345,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   10,      0.05,       0.1,    10519,   263443,   1.0000,      231,      179,     0110, 319.07179,        0,        0,    10519,   131625,   131393,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   11,     0.055,      0.11,    11066,   263374,   1.0000,      230,      179,     0110, 335.75182,        0,        0,    11066,   131595,   131385,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   12,      0.06,      0.12,    11627,   263416,   1.0000,      230,      179,     0110, 352.71679,        0,        0,    11627,   131570,   131346,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   13,     0.065,      0.13,    12316,   263438,   1.0000,      230,      179,     0110, 373.5871,        0,        0,    12316,   131551,   131381,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   14,      0.07,      0.14,    12880,   263573,   1.0000,      230,      179,     0110, 390.49507,        0,        0,    12880,   131602,   131355,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   15,     0.075,      0.15,    13443,   263667,   1.0000,      229,      180,     0110, 407.41877,        0,        0,    13443,   131848,   131241,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   16,      0.08,      0.16,    13741,   263780,   1.0000,      231,      181,     0110, 416.2719,        0,        0,    13741,   131892,   131289,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   17,     0.085,      0.17,    13485,   263790,   1.0000,      232,      181,     0110, 408.50111,        0,        0,    13485,   131834,   131441,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   18,      0.09,      0.18,    13000,   263857,   1.0000,      232,      181,     0110,  393.709,        0,        0,    13000,   131914,   131443,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   19,     0.095,      0.19,    11976,   263852,   1.0000,      232,      182,     0110, 362.70372,        0,        0,    11976,   131869,   131514,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   20,       0.1,       0.2,    11066,   263748,   1.0000,      232,      181,     0110, 335.27572,        0,        0,    11067,   131902,   131440,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   21,     0.105,      0.21,    10306,   263798,   1.0000,      232,      181,     0110, 312.19019,        0,        0,    10306,   131875,   131423,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   22,      0.11,      0.22,     9889,   263831,   1.0000,      229,      181,     0110, 299.52093,        0,        0,     9889,   131806,   131532,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   23,     0.115,      0.23,    10273,   263690,   1.0000,      232,      182,     0110, 311.31801,        0,        0,    10274,   131856,   131444,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   24,      0.12,      0.24,    11041,   263681,   1.0000,      232,      181,     0110, 334.60328,        0,        0,    11041,   131811,   131396,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   25,     0.125,      0.25,    12198,   263612,   1.0000,      231,      181,     0110, 369.76352,        0,        0,    12198,   131854,   131271,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   26,      0.13,      0.26,    13164,   263387,   1.0000,      231,      181,     0110, 399.38721,        0,        0,    13164,   131843,   131197,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   27,     0.135,      0.27,    14142,   263301,   1.0000,      229,      182,     0110, 429.19924,        0,        0,    14142,   131726,   131180,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   28,      0.14,      0.28,    15014,   263320,   1.0000,      228,      181,     0110, 455.63091,        0,        0,    15014,   131584,   131244,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   29,     0.145,      0.29,    15594,   263309,   1.0000,      229,      182,     0110, 473.25198,        0,        0,    15594,   131559,   131259,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   30,      0.15,       0.3,    15830,   263280,   1.0000,      230,      182,     0110, 480.46711,        0,        0,    15829,   131593,   131225,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   31,     0.155,      0.31,    16081,   263269,   1.0000,      233,      182,     0110, 488.10577,        0,        0,    16081,   131619,   131192,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   32,      0.16,      0.32,    15123,   263233,   1.0000,      231,      183,     0110, 459.09042,        0,        0,    15122,   131592,   131204,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   33,     0.165,      0.33,    14505,   263277,   1.0000,      233,      183,     0110, 440.25615,        0,        0,    14506,   131618,   131147,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   34,      0.17,      0.34,    12823,   263158,   1.0000,      233,      183,     0110, 389.38004,        0,        0,    12822,   131587,   131139,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   35,     0.175,      0.35,    10939,   263257,   1.0000,      236,      183,     0110, 332.04604,        0,        0,    10939,   131700,   130984,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   36,      0.18,      0.36,     8988,   263249,   1.0000,      232,      182,     0110, 272.83303,        0,        0,     8988,   131776,   130935,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   37,     0.185,      0.37,     7201,   263342,   1.0000,      234,      182,     0110,  218.511,        0,        0,     7201,   131715,   131037,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   38,      0.19,      0.38,     5283,   263406,   1.0000,      233,      183,     0110, 160.27123,        0,        0,     5283,   131713,   131129,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   39,     0.195,      0.39,    16597,   263546,   1.0000,      237,      184,     1010, 118.06131,        0,        0,    16595,   131850,   131109,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   40,       0.2,       0.4,    11801,   263812,   1.0000,      238,      183,     1010, 83.860738,        0,        0,    11801,   131871,   131271,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   41,     0.205,      0.41,     8237,   263794,   1.0000,      238,      181,     1010, 58.538093,        0,        0,     8237,   131969,   131294,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   42,      0.21,      0.42,     5751,   263754,   1.0000,      239,      181,     1010, 40.876973,        0,        0,     5751,   131792,   131494,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   43,     0.215,      0.43,    19676,   263815,   1.0000,      248,      178,     0010, 28.22933,        0,        0,    19676,   131805,   131496,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   44,      0.22,      0.44,    13515,   263797,   1.0000,      273,      179,     0010, 19.391412,        0,        0,    13515,   131805,   131455,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   45,     0.225,      0.45,     9286,   263901,   1.0000,      280,      179,     0010, 13.318364,        0,        0,     9286,   131840,   131512,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   46,      0.23,      0.46,     6680,   263866,   1.0000,      280,      179,     0010, 9.5820024,        0,        0,     6680,   131868,   131584,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   47,     0.235,      0.47,    17788,   263846,   1.0000,      329,      182,     1100, 7.0499355,        0,        0,    17788,   131849,   131635,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   48,      0.24,      0.48,    13730,   263806,   1.0000,      403,      181,     1100, 5.4424495,        0,        0,    13730,   131787,   131636,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   49,     0.245,      0.49,    10650,   263696,   1.0000,      425,      181,     1100, 4.223326,        0,        0,    10650,   131788,   131513,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   50,      0.25,       0.5,     8547,   263582,   1.0000,      428,      182,     1100, 3.3908337,        0,        0,     8547,   131758,   131440,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   51,     0.255,      0.51,     7209,   263378,   1.0000,      433,      182,     1100, 2.862227,        0,        0,     7209,   131660,   131396,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   52,      0.26,      0.52,     6813,   263257,   1.0000,      430,      183,     1100, 2.7062443,        0,        0,     6814,   131569,   131271,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   53,     0.265,      0.53,     6399,   263266,   1.0000,      431,      182,     1100, 2.5417093,        0,        0,     6399,   131547,   131184,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   54,      0.27,      0.54,     5696,   263205,   1.0000,      432,      183,     1100, 2.2629991,        0,        0,     5696,   131529,   131196,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   55,     0.275,      0.55,     4948,   263218,   1.0000,      431,      184,     1100, 1.9657245,        0,        0,     4948,   131515,   131154,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   56,      0.28,      0.56,     4100,   263137,   1.0000,      574,      183,     1100, 1.6293353,        0,        0,     4100,   131472,   131150,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   57,     0.285,      0.57,    19552,   263131,   1.0000,      703,      182,     0100, 1.5687601,        0,        0,    19553,   131482,   131137,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   58,      0.29,      0.58,    18910,   263132,   1.0000,     1100,      179,     0100, 1.5172433,        0,        0,    18910,   131451,   131182,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   59,     0.295,      0.59,    18900,   263162,   1.0000,     1220,      180,     0100, 1.5162681,        0,        0,    18900,   131475,   131125,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   60,       0.3,       0.6,    17266,   263339,   1.0000,     1248,      181,     0100, 1.3842481,        0,        0,    17266,   131587,   131084,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   61,     0.305,      0.61,    15267,   263507,   1.0000,     1253,      182,     0100, 1.2232041,        0,        0,    15267,   131668,   131134,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   62,      0.31,      0.62,    13416,   263528,   1.0000,     1249,      180,     0100, 1.0748148,        0,        0,    13416,   131636,   131307,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   63,     0.315,      0.63,    12693,   263515,   1.0000,     1247,      180,     0100, 1.0169423,        0,        0,    12692,   131697,   131287,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   64,      0.32,      0.64,    12159,   263643,   1.0000,     1252,      181,     0100, 0.97368613,        0,        0,    12158,   131655,   131360,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   65,     0.325,      0.65,    11626,   263651,   1.0000,     1251,      181,     0100, 0.93097553,        0,        0,    11626,   131808,   131269,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   66,      0.33,      0.66,    10550,   263634,   1.0000,     1250,      180,     0100, 0.84486712,        0,        0,    10550,   131810,   131260,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   67,     0.335,      0.67,     9025,   263607,   1.0000,     1254,      182,     0100, 0.72281581,        0,        0,     9025,   131880,   131193,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   68,      0.34,      0.68,     8024,   263617,   1.0000,     1252,      181,     0100, 0.64262094,        0,        0,     8025,   131838,   131255,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   69,     0.345,      0.69,     7122,   263565,   1.0000,     1252,      180,     0100, 0.57049468,        0,        0,     7121,   131750,   131379,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   70,      0.35,       0.7,     6618,   263575,   1.0000,     1252,      180,     0100, 0.53010258,        0,        0,     6618,   131763,   131334,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   71,     0.355,      0.71,     6302,   263488,   1.0000,     1254,      181,     0100, 0.50495762,        0,        0,     6302,   131862,   131171,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   72,      0.36,      0.72,     5810,   263444,   1.0000,     1253,      180,     0100, 0.4656131,        0,        0,     5809,   131741,   131215,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   73,     0.365,      0.73,     5065,   263266,   1.0000,     1250,      180,     0100, 0.40618328,        0,        0,     5065,   131642,   131226,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   74,      0.37,      0.74,    18112,   263070,   1.0000,     2206,      179,     1000, 0.34100933,        0,        0,    18112,   131360,   131368,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   75,     0.375,      0.75,    16086,   263035,   1.0000,     3981,      178,     1000, 0.30290448,        0,        0,    16086,   131311,   131321,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   76,      0.38,      0.76,    14521,   262919,   1.0000,     4513,      178,     1000, 0.27355567,        0,        0,    14521,   131396,   131116,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   77,     0.385,      0.77,    13302,   262973,   1.0000,     4622,      179,     1000, 0.25053993,        0,        0,    13302,   131401,   130999,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   78,      0.39,      0.78,    12114,   262830,   1.0000,     4638,      178,     1000, 0.22828838,        0,        0,    12114,   131464,   130929,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
   79,     0.395,      0.79,    11015,   262791,   1.0000,     4648,      181,     1000, 0.20760853,        0,        0,    11015,   131311,   131032,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
